,date,song,artist
0,1958-08-09,Poor Little Fool,Ricky Nelson
100,1958-08-16,Poor Little Fool,Ricky Nelson
200,1958-08-23,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno
300,1958-08-30,Little Star,The Elegants
400,1958-09-06,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno
500,1958-09-13,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno
600,1958-09-20,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno
700,1958-09-27,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno
800,1958-10-04,It's All In The Game,Tommy Edwards
900,1958-10-11,It's All In The Game,Tommy Edwards
1000,1958-10-18,It's All In The Game,Tommy Edwards
1100,1958-10-25,It's All In The Game,Tommy Edwards
1200,1958-11-01,It's All In The Game,Tommy Edwards
1300,1958-11-08,It's All In The Game,Tommy Edwards
1400,1958-11-15,It's Only Make Believe,Conway Twitty
1500,1958-11-22,Tom Dooley,The Kingston Trio
1600,1958-11-29,It's Only Make Believe,Conway Twitty
1700,1958-12-06,"To Know Him, Is To Love Him",The Teddy Bears
1800,1958-12-13,"To Know Him, Is To Love Him",The Teddy Bears
1900,1958-12-20,"To Know Him, Is To Love Him",The Teddy Bears
2000,1958-12-27,The Chipmunk Song,The Chipmunks With David Seville
2100,1959-01-03,The Chipmunk Song,The Chipmunks With David Seville
2200,1959-01-10,The Chipmunk Song,The Chipmunks With David Seville
2300,1959-01-17,The Chipmunk Song,The Chipmunks With David Seville
2400,1959-01-24,Smoke Gets In Your Eyes,The Platters
2500,1959-01-31,Smoke Gets In Your Eyes,The Platters
2600,1959-02-07,Smoke Gets In Your Eyes,The Platters
2700,1959-02-14,Stagger Lee,Lloyd Price
2800,1959-02-21,Stagger Lee,Lloyd Price
2900,1959-02-28,Stagger Lee,Lloyd Price
3000,1959-03-07,Stagger Lee,Lloyd Price
3100,1959-03-14,Venus,Frankie Avalon
3200,1959-03-21,Venus,Frankie Avalon
3300,1959-03-28,Venus,Frankie Avalon
3400,1959-04-04,Venus,Frankie Avalon
3500,1959-04-11,Venus,Frankie Avalon
3600,1959-04-18,Come Softly To Me,The Fleetwoods
3700,1959-04-25,Come Softly To Me,The Fleetwoods
3800,1959-05-02,Come Softly To Me,The Fleetwoods
3900,1959-05-09,Come Softly To Me,The Fleetwoods
4000,1959-05-16,The Happy Organ,Dave 'Baby' Cortez
4100,1959-05-23,Kansas City,Wilbert Harrison
4200,1959-05-30,Kansas City,Wilbert Harrison
4300,1959-06-06,The Battle Of New Orleans,Johnny Horton
4400,1959-06-13,The Battle Of New Orleans,Johnny Horton
4500,1959-06-20,The Battle Of New Orleans,Johnny Horton
4600,1959-06-27,The Battle Of New Orleans,Johnny Horton
4700,1959-07-04,The Battle Of New Orleans,Johnny Horton
4800,1959-07-11,The Battle Of New Orleans,Johnny Horton
4900,1959-07-18,Lonely Boy,Paul Anka
5000,1959-07-25,Lonely Boy,Paul Anka
5100,1959-08-01,Lonely Boy,Paul Anka
5200,1959-08-08,Lonely Boy,Paul Anka
5300,1959-08-15,A Big Hunk O' Love,Elvis Presley With The Jordanaires
5400,1959-08-22,A Big Hunk O' Love,Elvis Presley With The Jordanaires
5500,1959-08-29,The Three Bells,The Browns
5600,1959-09-05,The Three Bells,The Browns
5700,1959-09-12,The Three Bells,The Browns
5800,1959-09-19,The Three Bells,The Browns
5900,1959-09-26,Sleep Walk,Santo & Johnny
6000,1959-10-03,Sleep Walk,Santo & Johnny
6100,1959-10-10,Mack The Knife,Bobby Darin
6200,1959-10-17,Mack The Knife,Bobby Darin
6300,1959-10-24,Mack The Knife,Bobby Darin
6400,1959-10-31,Mack The Knife,Bobby Darin
6500,1959-11-07,Mack The Knife,Bobby Darin
6600,1959-11-14,Mack The Knife,Bobby Darin
6700,1959-11-21,Mr. Blue,The Fleetwoods
6800,1959-11-28,Mack The Knife,Bobby Darin
6900,1959-12-05,Mack The Knife,Bobby Darin
7000,1959-12-12,Mack The Knife,Bobby Darin
7100,1959-12-19,Heartaches By The Number,Guy Mitchell
7200,1959-12-26,Heartaches By The Number,Guy Mitchell
7300,1960-01-02,Why,Frankie Avalon
7400,1960-01-09,El Paso,Marty Robbins
7500,1960-01-16,El Paso,Marty Robbins
7600,1960-01-23,Running Bear,Johnny Preston
7700,1960-01-30,Running Bear,Johnny Preston
7800,1960-02-06,Running Bear,Johnny Preston
7900,1960-02-13,Teen Angel,Mark Dinning
8000,1960-02-20,Teen Angel,Mark Dinning
8100,1960-02-27,The Theme From A Summer Place,Percy Faith And His Orchestra
8200,1960-03-05,The Theme From A Summer Place,Percy Faith And His Orchestra
8300,1960-03-12,The Theme From A Summer Place,Percy Faith And His Orchestra
8400,1960-03-19,The Theme From A Summer Place,Percy Faith And His Orchestra
8500,1960-03-26,The Theme From A Summer Place,Percy Faith And His Orchestra
8600,1960-04-02,The Theme From A Summer Place,Percy Faith And His Orchestra
8700,1960-04-09,The Theme From A Summer Place,Percy Faith And His Orchestra
8800,1960-04-16,The Theme From A Summer Place,Percy Faith And His Orchestra
8900,1960-04-23,The Theme From A Summer Place,Percy Faith And His Orchestra
9000,1960-04-30,Stuck On You,Elvis Presley With The Jordanaires
9100,1960-05-07,Stuck On You,Elvis Presley With The Jordanaires
9200,1960-05-14,Stuck On You,Elvis Presley With The Jordanaires
9300,1960-05-21,Stuck On You,Elvis Presley With The Jordanaires
9400,1960-05-28,Cathy's Clown,The Everly Brothers
9500,1960-06-04,Cathy's Clown,The Everly Brothers
9600,1960-06-11,Cathy's Clown,The Everly Brothers
9700,1960-06-18,Cathy's Clown,The Everly Brothers
9800,1960-06-25,Cathy's Clown,The Everly Brothers
9900,1960-07-02,Everybody's Somebody's Fool,Connie Francis
10000,1960-07-09,Everybody's Somebody's Fool,Connie Francis
10100,1960-07-16,Alley-Oop,Hollywood Argyles
10200,1960-07-23,I'm Sorry,Brenda Lee
10300,1960-07-30,I'm Sorry,Brenda Lee
10400,1960-08-06,I'm Sorry,Brenda Lee
10500,1960-08-13,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland
10600,1960-08-20,It's Now Or Never,Elvis Presley With The Jordanaires
10700,1960-08-27,It's Now Or Never,Elvis Presley With The Jordanaires
10800,1960-09-03,It's Now Or Never,Elvis Presley With The Jordanaires
10900,1960-09-10,It's Now Or Never,Elvis Presley With The Jordanaires
11000,1960-09-17,It's Now Or Never,Elvis Presley With The Jordanaires
11100,1960-09-24,The Twist,Chubby Checker
11200,1960-10-01,My Heart Has A Mind Of Its Own,Connie Francis
11300,1960-10-08,My Heart Has A Mind Of Its Own,Connie Francis
11400,1960-10-15,Mr. Custer,Larry Verne
11500,1960-10-22,Save The Last Dance For Me,The Drifters
11600,1960-10-29,I Want To Be Wanted,Brenda Lee
11700,1960-11-05,Save The Last Dance For Me,The Drifters
11800,1960-11-12,Save The Last Dance For Me,The Drifters
11900,1960-11-19,Georgia On My Mind,Ray Charles
12000,1960-11-26,Stay,Maurice Williams & The Zodiacs
12100,1960-12-03,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12200,1960-12-10,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12300,1960-12-17,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12400,1960-12-24,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12500,1960-12-31,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12600,1961-01-07,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
12700,1961-01-14,Wonderland By Night,Bert Kaempfert And His Orchestra
12800,1961-01-21,Wonderland By Night,Bert Kaempfert And His Orchestra
12900,1961-01-28,Wonderland By Night,Bert Kaempfert And His Orchestra
13000,1961-02-04,Will You Love Me Tomorrow,The Shirelles
13100,1961-02-11,Will You Love Me Tomorrow,The Shirelles
13200,1961-02-18,Calcutta,Lawrence Welk And His Orchestra
13300,1961-02-25,Calcutta,Lawrence Welk And His Orchestra
13400,1961-03-04,Pony Time,Chubby Checker
13500,1961-03-11,Pony Time,Chubby Checker
13600,1961-03-18,Pony Time,Chubby Checker
13700,1961-03-25,Surrender,Elvis Presley With The Jordanaires
13800,1961-04-01,Surrender,Elvis Presley With The Jordanaires
13900,1961-04-08,Blue Moon,The Marcels
14000,1961-04-15,Blue Moon,The Marcels
14100,1961-04-22,Blue Moon,The Marcels
14200,1961-04-29,Runaway,Del Shannon
14300,1961-05-06,Runaway,Del Shannon
14400,1961-05-13,Runaway,Del Shannon
14500,1961-05-20,Runaway,Del Shannon
14600,1961-05-27,Mother-In-Law,Ernie K-Doe
14700,1961-06-03,Travelin' Man,Ricky Nelson
14800,1961-06-10,Running Scared,Roy Orbison
14900,1961-06-17,Travelin' Man,Ricky Nelson
15000,1961-06-24,Moody River,Pat Boone
15100,1961-07-01,Quarter To Three,U.S. Bonds
15200,1961-07-08,Quarter To Three,U.S. Bonds
15300,1961-07-15,Tossin' And Turnin',Bobby Lewis
15400,1961-07-22,Tossin' And Turnin',Bobby Lewis
15500,1961-07-29,Tossin' And Turnin',Bobby Lewis
15600,1961-08-05,Tossin' And Turnin',Bobby Lewis
15700,1961-08-12,Tossin' And Turnin',Bobby Lewis
15800,1961-08-19,Tossin' And Turnin',Bobby Lewis
15900,1961-08-26,Tossin' And Turnin',Bobby Lewis
16000,1961-09-02,Wooden Heart,Joe Dowell
16100,1961-09-09,Michael,The Highwaymen
16200,1961-09-16,Michael,The Highwaymen
16299,1961-09-23,Take Good Care Of My Baby,Bobby Vee
16398,1961-09-30,Take Good Care Of My Baby,Bobby Vee
16497,1961-10-07,Take Good Care Of My Baby,Bobby Vee
16596,1961-10-14,Hit The Road Jack,Ray Charles and his Orchestra
16695,1961-10-21,Hit The Road Jack,Ray Charles and his Orchestra
16794,1961-10-28,Runaround Sue,Dion
16893,1961-11-04,Runaround Sue,Dion
16992,1961-11-11,Big Bad John,Jimmy Dean
17091,1961-11-18,Big Bad John,Jimmy Dean
17190,1961-11-25,Big Bad John,Jimmy Dean
17289,1961-12-02,Big Bad John,Jimmy Dean
17388,1961-12-09,Big Bad John,Jimmy Dean
17488,1961-12-16,Please Mr. Postman,The Marvelettes
17588,1961-12-23,The Lion Sleeps Tonight,The Tokens
17688,1961-12-30,The Lion Sleeps Tonight,The Tokens
17788,1962-01-06,The Lion Sleeps Tonight,The Tokens
17888,1962-01-13,The Twist,Chubby Checker
17988,1962-01-20,The Twist,Chubby Checker
18088,1962-01-27,Peppermint Twist - Part I,Joey Dee & the Starliters
18188,1962-02-03,Peppermint Twist - Part I,Joey Dee & the Starliters
18288,1962-02-10,Peppermint Twist - Part I,Joey Dee & the Starliters
18388,1962-02-17,Duke Of Earl,Gene Chandler
18488,1962-02-24,Duke Of Earl,Gene Chandler
18588,1962-03-03,Duke Of Earl,Gene Chandler
18688,1962-03-10,Hey! Baby,Bruce Channel
18788,1962-03-17,Hey! Baby,Bruce Channel
18888,1962-03-24,Hey! Baby,Bruce Channel
18988,1962-03-31,Don't Break The Heart That Loves You,Connie Francis
19088,1962-04-07,Johnny Angel,Shelley Fabares
19188,1962-04-14,Johnny Angel,Shelley Fabares
19288,1962-04-21,Good Luck Charm,Elvis Presley With The Jordanaires
19388,1962-04-28,Good Luck Charm,Elvis Presley With The Jordanaires
19488,1962-05-05,Soldier Boy,The Shirelles
19588,1962-05-12,Soldier Boy,The Shirelles
19688,1962-05-19,Soldier Boy,The Shirelles
19788,1962-05-26,Stranger On The Shore,Mr. Acker Bilk
19888,1962-06-02,I Can't Stop Loving You,Ray Charles
19988,1962-06-09,I Can't Stop Loving You,Ray Charles
20088,1962-06-16,I Can't Stop Loving You,Ray Charles
20188,1962-06-23,I Can't Stop Loving You,Ray Charles
20288,1962-06-30,I Can't Stop Loving You,Ray Charles
20388,1962-07-07,The Stripper,David Rose and His Orchestra
20488,1962-07-14,Roses Are Red (My Love),Bobby Vinton
20588,1962-07-21,Roses Are Red (My Love),Bobby Vinton
20688,1962-07-28,Roses Are Red (My Love),Bobby Vinton
20788,1962-08-04,Roses Are Red (My Love),Bobby Vinton
20888,1962-08-11,Breaking Up Is Hard To Do,Neil Sedaka
20988,1962-08-18,Breaking Up Is Hard To Do,Neil Sedaka
21088,1962-08-25,The Loco-Motion,Little Eva
21188,1962-09-01,Sheila,Tommy Roe
21288,1962-09-08,Sheila,Tommy Roe
21388,1962-09-15,Sherry,The 4 Seasons
21488,1962-09-22,Sherry,The 4 Seasons
21588,1962-09-29,Sherry,The 4 Seasons
21688,1962-10-06,Sherry,The 4 Seasons
21788,1962-10-13,Sherry,The 4 Seasons
21888,1962-10-20,Monster Mash,Bobby Boris Pickett And The Crypt-Kickers
21988,1962-10-27,Monster Mash,Bobby Boris Pickett And The Crypt-Kickers
22088,1962-11-03,He's A Rebel,The Crystals
22188,1962-11-10,He's A Rebel,The Crystals
22288,1962-11-17,Big Girls Don't Cry,The 4 Seasons
22388,1962-11-24,Big Girls Don't Cry,The 4 Seasons
22488,1962-12-01,Big Girls Don't Cry,The 4 Seasons
22588,1962-12-08,Big Girls Don't Cry,The 4 Seasons
22688,1962-12-15,Big Girls Don't Cry,The 4 Seasons
22788,1962-12-22,Telstar,The Tornadoes
22888,1962-12-29,Telstar,The Tornadoes
22988,1963-01-05,Telstar,The Tornadoes
23088,1963-01-12,Go Away Little Girl,Steve Lawrence
23188,1963-01-19,Go Away Little Girl,Steve Lawrence
23288,1963-01-26,Walk Right In,The Rooftop Singers
23388,1963-02-02,Walk Right In,The Rooftop Singers
23488,1963-02-09,Hey Paula,Paul and Paula
23588,1963-02-16,Hey Paula,Paul and Paula
23688,1963-02-23,Hey Paula,Paul and Paula
23788,1963-03-02,Walk Like A Man,The 4 Seasons
23888,1963-03-09,Walk Like A Man,The 4 Seasons
23988,1963-03-16,Walk Like A Man,The 4 Seasons
24088,1963-03-23,Our Day Will Come,Ruby And The Romantics
24188,1963-03-30,He's So Fine,The Chiffons
24288,1963-04-06,He's So Fine,The Chiffons
24388,1963-04-13,He's So Fine,The Chiffons
24488,1963-04-20,He's So Fine,The Chiffons
24588,1963-04-27,I Will Follow Him,Little Peggy March
24688,1963-05-04,I Will Follow Him,Little Peggy March
24788,1963-05-11,I Will Follow Him,Little Peggy March
24888,1963-05-18,If You Wanna Be Happy,Jimmy Soul
24988,1963-05-25,If You Wanna Be Happy,Jimmy Soul
25088,1963-06-01,It's My Party,Lesley Gore
25188,1963-06-08,It's My Party,Lesley Gore
25288,1963-06-15,Sukiyaki,Kyu Sakamoto
25388,1963-06-22,Sukiyaki,Kyu Sakamoto
25488,1963-06-29,Sukiyaki,Kyu Sakamoto
25588,1963-07-06,Easier Said Than Done,The Essex
25688,1963-07-13,Easier Said Than Done,The Essex
25788,1963-07-20,Surf City,Jan & Dean
25888,1963-07-27,Surf City,Jan & Dean
25988,1963-08-03,So Much In Love,The Tymes
26088,1963-08-10,Fingertips - Pt 2,Little Stevie Wonder
26188,1963-08-17,Fingertips - Pt 2,Little Stevie Wonder
26288,1963-08-24,Fingertips - Pt 2,Little Stevie Wonder
26388,1963-08-31,My Boyfriend's Back,The Angels
26488,1963-09-07,My Boyfriend's Back,The Angels
26588,1963-09-14,My Boyfriend's Back,The Angels
26688,1963-09-21,Blue Velvet,Bobby Vinton
26788,1963-09-28,Blue Velvet,Bobby Vinton
26888,1963-10-05,Blue Velvet,Bobby Vinton
26988,1963-10-12,Sugar Shack,Jimmy Gilmer And The Fireballs
27088,1963-10-19,Sugar Shack,Jimmy Gilmer And The Fireballs
27188,1963-10-26,Sugar Shack,Jimmy Gilmer And The Fireballs
27288,1963-11-02,Sugar Shack,Jimmy Gilmer And The Fireballs
27388,1963-11-09,Sugar Shack,Jimmy Gilmer And The Fireballs
27488,1963-11-16,Deep Purple,Nino Tempo & April Stevens
27588,1963-11-23,I'm Leaving It Up To You,Dale & Grace
27688,1963-11-30,I'm Leaving It Up To You,Dale & Grace
27788,1963-12-07,Dominique,The Singing Nun (Soeur Sourire)
27888,1963-12-14,Dominique,The Singing Nun (Soeur Sourire)
27988,1963-12-21,Dominique,The Singing Nun (Soeur Sourire)
28088,1963-12-28,Dominique,The Singing Nun (Soeur Sourire)
28188,1964-01-04,There! I've Said It Again,Bobby Vinton
28288,1964-01-11,There! I've Said It Again,Bobby Vinton
28388,1964-01-18,There! I've Said It Again,Bobby Vinton
28488,1964-01-25,There! I've Said It Again,Bobby Vinton
28588,1964-02-01,I Want To Hold Your Hand,The Beatles
28688,1964-02-08,I Want To Hold Your Hand,The Beatles
28788,1964-02-15,I Want To Hold Your Hand,The Beatles
28888,1964-02-22,I Want To Hold Your Hand,The Beatles
28988,1964-02-29,I Want To Hold Your Hand,The Beatles
29088,1964-03-07,I Want To Hold Your Hand,The Beatles
29188,1964-03-14,I Want To Hold Your Hand,The Beatles
29288,1964-03-21,She Loves You,The Beatles
29388,1964-03-28,She Loves You,The Beatles
29488,1964-04-04,Can't Buy Me Love,The Beatles
29588,1964-04-11,Can't Buy Me Love,The Beatles
29688,1964-04-18,Can't Buy Me Love,The Beatles
29788,1964-04-25,Can't Buy Me Love,The Beatles
29888,1964-05-02,Can't Buy Me Love,The Beatles
29988,1964-05-09,"Hello, Dolly!",Louis Armstrong And The All Stars
30088,1964-05-16,My Guy,Mary Wells
30188,1964-05-23,My Guy,Mary Wells
30288,1964-05-30,Love Me Do,The Beatles
30388,1964-06-06,Chapel Of Love,The Dixie Cups
30488,1964-06-13,Chapel Of Love,The Dixie Cups
30588,1964-06-20,Chapel Of Love,The Dixie Cups
30688,1964-06-27,A World Without Love,Peter And Gordon
30788,1964-07-04,I Get Around,The Beach Boys
30888,1964-07-11,I Get Around,The Beach Boys
30988,1964-07-18,Rag Doll,The 4 Seasons Featuring the Sound of Frankie Valli
31088,1964-07-25,Rag Doll,The 4 Seasons Featuring the Sound of Frankie Valli
31188,1964-08-01,A Hard Day's Night,The Beatles
31288,1964-08-08,A Hard Day's Night,The Beatles
31388,1964-08-15,Everybody Loves Somebody,Dean Martin
31488,1964-08-22,Where Did Our Love Go,The Supremes
31588,1964-08-29,Where Did Our Love Go,The Supremes
31688,1964-09-05,The House Of The Rising Sun,The Animals
31788,1964-09-12,The House Of The Rising Sun,The Animals
31888,1964-09-19,The House Of The Rising Sun,The Animals
31988,1964-09-26,"Oh, Pretty Woman",Roy Orbison And The Candy Men
32088,1964-10-03,"Oh, Pretty Woman",Roy Orbison And The Candy Men
32188,1964-10-10,"Oh, Pretty Woman",Roy Orbison And The Candy Men
32288,1964-10-17,Do Wah Diddy Diddy,Manfred Mann
32388,1964-10-24,Do Wah Diddy Diddy,Manfred Mann
32488,1964-10-31,Baby Love,The Supremes
32588,1964-11-07,Baby Love,The Supremes
32688,1964-11-14,Baby Love,The Supremes
32788,1964-11-21,Baby Love,The Supremes
32888,1964-11-28,Leader Of The Pack,The Shangri-Las
32988,1964-12-05,Ringo,Lorne Greene
33088,1964-12-12,Mr. Lonely,Bobby Vinton
33188,1964-12-19,Come See About Me,The Supremes
33288,1964-12-26,I Feel Fine,The Beatles
33388,1965-01-02,I Feel Fine,The Beatles
33488,1965-01-09,I Feel Fine,The Beatles
33588,1965-01-16,Come See About Me,The Supremes
33688,1965-01-23,Downtown,Petula Clark
33788,1965-01-30,Downtown,Petula Clark
33888,1965-02-06,You've Lost That Lovin' Feelin',The Righteous Brothers
33988,1965-02-13,You've Lost That Lovin' Feelin',The Righteous Brothers
34088,1965-02-20,This Diamond Ring,Gary Lewis And The Playboys
34188,1965-02-27,This Diamond Ring,Gary Lewis And The Playboys
34288,1965-03-06,My Girl,The Temptations
34388,1965-03-13,Eight Days A Week,The Beatles
34488,1965-03-20,Eight Days A Week,The Beatles
34588,1965-03-27,Stop! In The Name Of Love,The Supremes
34688,1965-04-03,Stop! In The Name Of Love,The Supremes
34788,1965-04-10,I'm Telling You Now,Freddie And The Dreamers
34888,1965-04-17,I'm Telling You Now,Freddie And The Dreamers
34988,1965-04-24,Game Of Love,Wayne Fontana & The Mindbenders
35088,1965-05-01,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits
35188,1965-05-08,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits
35288,1965-05-15,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits
35388,1965-05-22,Ticket To Ride,The Beatles
35488,1965-05-29,"Help Me, Rhonda",The Beach Boys
35588,1965-06-05,"Help Me, Rhonda",The Beach Boys
35688,1965-06-12,Back In My Arms Again,The Supremes
35788,1965-06-19,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops
35888,1965-06-26,Mr. Tambourine Man,The Byrds
35988,1965-07-03,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops
36088,1965-07-10,(I Can't Get No) Satisfaction,The Rolling Stones
36188,1965-07-17,(I Can't Get No) Satisfaction,The Rolling Stones
36288,1965-07-24,(I Can't Get No) Satisfaction,The Rolling Stones
36388,1965-07-31,(I Can't Get No) Satisfaction,The Rolling Stones
36488,1965-08-07,"I'm Henry VIII, I Am",Herman's Hermits
36588,1965-08-14,I Got You Babe,Sonny & Cher
36688,1965-08-21,I Got You Babe,Sonny & Cher
36788,1965-08-28,I Got You Babe,Sonny & Cher
36888,1965-09-04,Help!,The Beatles
36988,1965-09-11,Help!,The Beatles
37088,1965-09-18,Help!,The Beatles
37188,1965-09-25,Eve Of Destruction,Barry McGuire
37288,1965-10-02,Hang On Sloopy,The McCoys
37388,1965-10-09,Yesterday,The Beatles
37488,1965-10-16,Yesterday,The Beatles
37588,1965-10-23,Yesterday,The Beatles
37688,1965-10-30,Yesterday,The Beatles
37788,1965-11-06,Get Off Of My Cloud,The Rolling Stones
37888,1965-11-13,Get Off Of My Cloud,The Rolling Stones
37988,1965-11-20,I Hear A Symphony,The Supremes
38088,1965-11-27,I Hear A Symphony,The Supremes
38188,1965-12-04,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds
38288,1965-12-11,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds
38388,1965-12-18,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds
38488,1965-12-25,Over And Over,The Dave Clark Five
38588,1966-01-01,The Sound Of Silence,Simon & Garfunkel
38688,1966-01-08,We Can Work It Out,The Beatles
38788,1966-01-15,We Can Work It Out,The Beatles
38888,1966-01-22,The Sound Of Silence,Simon & Garfunkel
38988,1966-01-29,We Can Work It Out,The Beatles
39088,1966-02-05,My Love,Petula Clark
39188,1966-02-12,My Love,Petula Clark
39288,1966-02-19,Lightnin' Strikes,Lou Christie
39388,1966-02-26,These Boots Are Made For Walkin',Nancy Sinatra
39488,1966-03-05,The Ballad Of The Green Berets,SSgt Barry Sadler
39588,1966-03-12,The Ballad Of The Green Berets,SSgt Barry Sadler
39688,1966-03-19,The Ballad Of The Green Berets,SSgt Barry Sadler
39788,1966-03-26,The Ballad Of The Green Berets,SSgt Barry Sadler
39888,1966-04-02,The Ballad Of The Green Berets,SSgt Barry Sadler
39988,1966-04-09,(You're My) Soul And Inspiration,The Righteous Brothers
40088,1966-04-16,(You're My) Soul And Inspiration,The Righteous Brothers
40188,1966-04-23,(You're My) Soul And Inspiration,The Righteous Brothers
40288,1966-04-30,Good Lovin',The Young Rascals
40388,1966-05-07,"Monday, Monday",The Mamas & The Papas
40488,1966-05-14,"Monday, Monday",The Mamas & The Papas
40588,1966-05-21,"Monday, Monday",The Mamas & The Papas
40688,1966-05-28,When A Man Loves A Woman,Percy Sledge
40788,1966-06-04,When A Man Loves A Woman,Percy Sledge
40888,1966-06-11,"Paint It, Black",The Rolling Stones
40988,1966-06-18,"Paint It, Black",The Rolling Stones
41088,1966-06-25,Paperback Writer,The Beatles
41188,1966-07-02,Strangers In The Night,Frank Sinatra
41288,1966-07-09,Paperback Writer,The Beatles
41388,1966-07-16,Hanky Panky,Tommy James And The Shondells
41488,1966-07-23,Hanky Panky,Tommy James And The Shondells
41588,1966-07-30,Wild Thing,The Troggs
41688,1966-08-06,Wild Thing,The Troggs
41788,1966-08-13,Summer In The City,The Lovin' Spoonful
41888,1966-08-20,Summer In The City,The Lovin' Spoonful
41988,1966-08-27,Summer In The City,The Lovin' Spoonful
42088,1966-09-03,Sunshine Superman,Donovan
42188,1966-09-10,You Can't Hurry Love,The Supremes
42288,1966-09-17,You Can't Hurry Love,The Supremes
42388,1966-09-24,Cherish,The Association
42488,1966-10-01,Cherish,The Association
42588,1966-10-08,Cherish,The Association
42688,1966-10-15,Reach Out I'll Be There,Four Tops
42788,1966-10-22,Reach Out I'll Be There,Four Tops
42888,1966-10-29,96 Tears,? (Question Mark) & The Mysterians
42988,1966-11-05,Last Train To Clarksville,The Monkees
43088,1966-11-12,Poor Side Of Town,Johnny Rivers
43188,1966-11-19,You Keep Me Hangin' On,The Supremes
43288,1966-11-26,You Keep Me Hangin' On,The Supremes
43388,1966-12-03,Winchester Cathedral,The New Vaudeville Band
43488,1966-12-10,Good Vibrations,The Beach Boys
43588,1966-12-17,Winchester Cathedral,The New Vaudeville Band
43688,1966-12-24,Winchester Cathedral,The New Vaudeville Band
43788,1966-12-31,I'm A Believer,The Monkees
43888,1967-01-07,I'm A Believer,The Monkees
43988,1967-01-14,I'm A Believer,The Monkees
44088,1967-01-21,I'm A Believer,The Monkees
44188,1967-01-28,I'm A Believer,The Monkees
44288,1967-02-04,I'm A Believer,The Monkees
44388,1967-02-11,I'm A Believer,The Monkees
44488,1967-02-18,Kind Of A Drag,The Buckinghams
44588,1967-02-25,Kind Of A Drag,The Buckinghams
44688,1967-03-04,Ruby Tuesday,The Rolling Stones
44788,1967-03-11,Love Is Here And Now You're Gone,The Supremes
44888,1967-03-18,Penny Lane,The Beatles
44988,1967-03-25,Happy Together,The Turtles
45088,1967-04-01,Happy Together,The Turtles
45188,1967-04-08,Happy Together,The Turtles
45288,1967-04-15,Somethin' Stupid,Nancy Sinatra & Frank Sinatra
45388,1967-04-22,Somethin' Stupid,Nancy Sinatra & Frank Sinatra
45488,1967-04-29,Somethin' Stupid,Nancy Sinatra & Frank Sinatra
45588,1967-05-06,Somethin' Stupid,Nancy Sinatra & Frank Sinatra
45688,1967-05-13,The Happening,The Supremes
45788,1967-05-20,Groovin',The Young Rascals
45888,1967-05-27,Groovin',The Young Rascals
45988,1967-06-03,Respect,Aretha Franklin
46088,1967-06-10,Respect,Aretha Franklin
46188,1967-06-17,Groovin',The Young Rascals
46288,1967-06-24,Groovin',The Young Rascals
46388,1967-07-01,Windy,The Association
46488,1967-07-08,Windy,The Association
46588,1967-07-15,Windy,The Association
46688,1967-07-22,Windy,The Association
46788,1967-07-29,Light My Fire,The Doors
46888,1967-08-05,Light My Fire,The Doors
46988,1967-08-12,Light My Fire,The Doors
47088,1967-08-19,All You Need Is Love,The Beatles
47188,1967-08-26,Ode To Billie Joe,Bobbie Gentry
47288,1967-09-02,Ode To Billie Joe,Bobbie Gentry
47388,1967-09-09,Ode To Billie Joe,Bobbie Gentry
47488,1967-09-16,Ode To Billie Joe,Bobbie Gentry
47588,1967-09-23,The Letter,The Box Tops
47688,1967-09-30,The Letter,The Box Tops
47788,1967-10-07,The Letter,The Box Tops
47888,1967-10-14,The Letter,The Box Tops
47988,1967-10-21,To Sir With Love,Lulu
48088,1967-10-28,To Sir With Love,Lulu
48188,1967-11-04,To Sir With Love,Lulu
48288,1967-11-11,To Sir With Love,Lulu
48388,1967-11-18,To Sir With Love,Lulu
48488,1967-11-25,Incense And Peppermints,Strawberry Alarm Clock
48588,1967-12-02,Daydream Believer,The Monkees
48688,1967-12-09,Daydream Believer,The Monkees
48788,1967-12-16,Daydream Believer,The Monkees
48888,1967-12-23,Daydream Believer,The Monkees
48988,1967-12-30,Hello Goodbye,The Beatles
49088,1968-01-06,Hello Goodbye,The Beatles
